date,type,duration_hms,duration_seconds,latitude,longitude,latitude_numeric,longitude_numeric,saros_cycle,gamma,magnitude,path_width_km
0991-03-19,Partial,,,72.0N,87.6E,72.01911000,87.58411000,84,1.12489000,.76578000,.00000000
0991-04-17,Partial,,,70.8S,87.9E,-70.78176000,87.88696000,122,-1.50130000,.06241000,.00000000
0991-09-11,Partial,,,71.8S,77.3E,-71.84169000,77.26099000,89,-1.24466000,.54621000,.00000000
0991-10-10,Partial,,,71.5N,28.4E,71.45812000,28.41382000,127,1.53696000,.03212000,.00000000
0992-03-07,Annular,00:04:48,288,21.0N,52.9E,21.02353000,52.88068000,94,.42483000,.95802000,167.60000000
0992-08-30,Total,00:05:04,304,20.7S,59.7W,-20.74201000,-59.68732000,99,-.48264000,1.05770000,215.90000000
0993-02-24,Annular,00:08:51,531,24.0S,49.0E,-24.01471000,49.02344000,104,-.29711000,.92833000,281.00000000
0993-08-20,Total,00:05:37,337,24.0N,62.4E,24.02945000,62.38409000,109,.23501000,1.06543000,220.00000000
0994-02-13,Annular,00:04:33,273,74.3S,151.1E,-74.32784000,151.10193000,114,-.99118000,.93026000,.00000000
0994-08-09,Total,,,70.5N,26.8W,70.48328000,-26.79895000,119,.99853000,1.00170000,.00000000
0995-01-04,Partial,,,67.7N,133.6E,67.65823000,133.57117000,86,1.14956000,.72056000,.00000000
0995-06-30,Annular,00:05:11,311,53.9S,88.3W,-53.88925000,-88.32367000,91,-.97084000,.94653000,854.00000000
0995-12-24,Total,00:04:23,263,3.6N,80.1W,3.56688000,-80.07562000,96,.45185000,1.04484000,167.60000000
0996-06-18,Annular,00:06:39,399,11.3N,97.9W,11.29467000,-97.86542000,101,-.21419000,.95136000,182.30000000
0996-12-13,Total,00:02:32,152,36.2S,44.3E,-36.21237000,44.31622000,106,-.21757000,1.02892000,100.40000000
0997-06-07,Annular,00:01:15,75,56.8N,158.6W,56.77067000,-158.63934000,111,.55796000,.98531000,62.70000000
0997-12-02,Annular,00:02:02,122,78.7S,123.3E,-78.74487000,123.34198000,116,-.94292000,.96634000,374.20000000
0998-04-29,Partial,,,62.2S,129.9W,-62.24187000,-129.88715000,83,-1.27631000,.48872000,.00000000
0998-05-28,Partial,,,64.2N,93.7W,64.15588000,-93.72223000,121,1.28197000,.47815000,.00000000
0998-10-23,Partial,,,61.6N,145.7E,61.64936000,145.72095000,88,1.33652000,.39018000,.00000000
0999-04-18,Total,00:05:47,347,17.3S,65.7W,-17.26818000,-65.68469000,93,-.54386000,1.07002000,268.20000000
0999-10-12,Annular,00:06:55,415,25.7N,105.8E,25.72098000,105.78076000,98,.63495000,.93636000,298.70000000
1000-04-07,Total,00:03:01,181,18.7N,40.8E,18.67655000,40.83984000,103,.18917000,1.03479000,119.10000000
1000-09-30,Annular,00:00:47,47,10.6S,4.1E,-10.55810000,4.11237000,108,-.10752000,.99192000,28.50000000
1001-03-27,Annular,00:02:26,146,61.1N,178.0W,61.05757000,-177.96112000,113,.97747000,.96374000,641.60000000
1001-09-20,Total,00:02:43,163,46.1S,144.9E,-46.09673000,144.87836000,118,-.81112000,1.03881000,217.90000000
1002-02-15,Partial,,,61.3S,127.0W,-61.34246000,-126.98834000,85,-1.22556000,.57516000,.00000000
1002-08-11,Partial,,,61.8N,177.3E,61.80040000,177.33319000,90,1.07777000,.86747000,.00000000
1002-09-09,Partial,,,61.1S,148.4W,-61.09407000,-148.37439000,128,-1.48400000,.09112000,.00000000
1003-02-04,Annular,00:04:31,271,41.5S,121.4E,-41.46562000,121.35315000,95,-.49897000,.95174000,202.20000000
1003-07-31,Hybrid,00:00:58,58,36.6N,132.5W,36.64131000,-132.48822000,100,.36207000,1.01102000,40.60000000
1004-01-24,Hybrid,00:00:36,36,5.5S,18.9W,-5.48608000,-18.85156000,105,.23041000,1.00595000,21.10000000
1004-07-20,Annular,00:04:42,282,3.7S,109.6E,-3.65242000,109.55457000,110,-.41613000,.96178000,151.20000000
1005-01-13,Total,00:02:48,168,40.7N,115.1E,40.72381000,115.06799000,115,.89777000,1.03521000,267.30000000
1005-07-09,Partial,,,63.9S,66.5E,-63.85950000,66.48737000,120,-1.18368000,.64814000,.00000000
1005-12-04,Partial,,,67.0S,114.2W,-66.96474000,-114.19141000,87,-1.15888000,.70370000,.00000000
1006-05-29,Annular,00:00:18,18,79.8N,124.9W,79.79587000,-124.94470000,92,.83967000,.99550000,29.30000000
1006-11-23,Annular,00:03:43,223,52.3S,83.0W,-52.25384000,-82.99915000,97,-.50744000,.95958000,170.70000000
1007-05-19,Total,00:05:17,317,23.3N,58.6E,23.26047000,58.55316000,102,.04094000,1.05659000,186.80000000
1007-11-12,Annular,00:10:49,649,8.8S,115.6W,-8.76151000,-115.58728000,107,.18551000,.92332000,294.40000000
1008-05-08,Total,00:06:22,382,25.1S,175.9E,-25.09548000,175.87823000,112,-.69403000,1.07340000,330.10000000
1008-10-31,Annular,00:08:43,523,43.0N,90.9W,42.96564000,-90.88184000,117,.86763000,.92075000,601.50000000
1009-03-29,Partial,,,71.8N,42.7W,71.81280000,-42.68378000,84,1.17616000,.67188000,.00000000
1009-04-27,Partial,,,70.1S,38.6W,-70.08813000,-38.64874000,122,-1.44452000,.17002000,.00000000
1009-09-21,Partial,,,71.9S,55.9W,-71.87599000,-55.87994000,89,-1.27772000,.48603000,.00000000
1009-10-20,Partial,,,70.9N,106.7W,70.85470000,-106.73041000,127,1.51229000,.07528000,.00000000
1010-03-18,Annular,00:04:36,276,28.1N,61.4W,28.12445000,-61.42792000,94,.47162000,.95806000,171.90000000
1010-09-10,Total,00:04:42,282,27.5S,176.7E,-27.46843000,176.68896000,99,-.52510000,1.05567000,214.60000000
1011-03-07,Annular,00:08:44,524,17.3S,62.7W,-17.34366000,-62.70013000,104,-.25589000,.93114000,265.90000000
1011-08-31,Total,00:05:25,325,17.1N,58.0W,17.11453000,-58.01837000,109,.18511000,1.06124000,204.40000000
1012-02-24,Annular,00:04:32,272,71.7S,11.9W,-71.74779000,-11.90552000,114,-.95926000,.93758000,844.60000000
1012-08-20,Total,00:00:32,32,73.0N,143.6E,73.00855000,143.58923000,119,.94373000,1.00857000,91.40000000
1013-01-14,Partial,,,68.7N,7.9W,68.70302000,-7.94568000,86,1.15311000,.71484000,.00000000
1013-07-11,Partial,,,68.1S,162.5E,-68.08582000,162.54962000,91,-1.05542000,.86978000,.00000000
1014-01-04,Total,00:04:29,269,5.0N,146.0E,5.03495000,145.96576000,96,.45648000,1.04618000,172.80000000
1014-06-30,Annular,00:06:45,405,5.5N,165.0E,5.46261000,164.98096000,101,-.30133000,.95152000,186.20000000
1014-12-24,Total,00:02:25,145,35.9S,85.3W,-35.89670000,-85.29303000,106,-.21528000,1.02723000,94.70000000
1015-06-19,Annular,00:00:57,57,52.0N,105.3E,52.00229000,105.34851000,111,.47476000,.98938000,42.60000000
1015-12-14,Annular,00:02:14,134,82.5S,19.5W,-82.47913000,-19.54584000,116,-.94199000,.96334000,406.60000000
1016-05-09,Partial,,,62.9S,107.8E,-62.90482000,107.75793000,83,-1.33965000,.36704000,.00000000
1016-06-07,Partial,,,65.1N,147.4E,65.06510000,147.42786000,121,1.20420000,.62460000,.00000000
1016-11-02,Partial,,,62.3N,19.7E,62.25471000,19.70825000,88,1.35595000,.35818000,.00000000
1017-04-29,Total,00:05:56,356,18.7S,178.9E,-18.72713000,178.89502000,93,-.60867000,1.07058000,285.70000000
1017-10-22,Annular,00:07:14,434,24.1N,13.1W,24.12068000,-13.05389000,98,.65735000,.93555000,310.70000000
1018-04-18,Total,00:03:03,183,19.5N,71.7W,19.52037000,-71.69080000,103,.12903000,1.03436000,116.60000000
1018-10-11,Annular,00:00:45,45,13.5S,117.3W,-13.45967000,-117.32990000,108,-.08065000,.99230000,27.10000000
1019-04-08,Annular,00:02:23,143,60.6N,87.3E,60.58553000,87.32037000,113,.92219000,.96635000,311.10000000
1019-10-01,Total,00:02:40,160,47.8S,20.9E,-47.75121000,20.94202000,118,-.77814000,1.03857000,202.40000000
1020-02-26,Partial,,,61.0S,111.9E,-61.01833000,111.93823000,85,-1.25924000,.51898000,.00000000
1020-08-21,Partial,,,61.4N,52.1E,61.35723000,52.12189000,90,1.13544000,.75631000,.00000000
1020-09-20,Partial,,,61.0S,80.2E,-61.04235000,80.15778000,128,-1.44739000,.16250000,.00000000
1021-02-14,Annular,00:04:01,241,38.5S,3.9E,-38.48981000,3.89490000,95,-.52179000,.95677000,182.40000000
1021-08-11,Hybrid,00:00:24,24,36.6N,120.8E,36.56615000,120.76776000,100,.42866000,1.00459000,17.50000000
1022-02-03,Hybrid,00:01:06,66,3.4S,145.2W,-3.35415000,-145.24030000,105,.21416000,1.01130000,39.70000000
1022-07-31,Annular,00:05:03,303,1.5S,8.4E,-1.47047000,8.41620000,110,-.34059000,.95800000,161.40000000
1023-01-24,Total,00:03:00,180,40.5N,19.7W,40.52745000,-19.68732000,115,.88692000,1.03855000,276.40000000
1023-07-20,Partial,,,63.0S,40.6W,-63.02986000,-40.60529000,120,-1.10146000,.78834000,.00000000
1023-12-15,Partial,,,65.9S,103.9E,-65.88359000,103.90405000,87,-1.16396000,.69396000,.00000000
1024-06-09,Annular,00:00:10,10,87.6N,130.3W,87.61320000,-130.25873000,92,.91495000,.99714000,25.30000000
1024-12-04,Annular,00:04:00,240,54.2S,156.2E,-54.16050000,156.18219000,97,-.51298000,.95609000,187.00000000
1025-05-29,Total,00:05:25,325,29.2N,51.8W,29.22150000,-51.78748000,102,.11450000,1.06022000,199.30000000
1025-11-23,Annular,00:11:14,674,11.5S,124.3E,-11.54554000,124.33203000,107,.17579000,.92114000,303.00000000
1026-05-19,Total,00:06:52,412,17.8S,58.9E,-17.78783000,58.87390000,112,-.62515000,1.07581000,314.30000000
1026-11-12,Annular,00:09:08,548,39.0N,145.2E,38.99731000,145.24554000,117,.85272000,.92084000,573.50000000
1027-04-09,Partial,,,71.4N,170.4W,71.37344000,-170.37744000,84,1.23375000,.56644000,.00000000
1027-05-09,Partial,,,69.3S,163.3W,-69.26311000,-163.30365000,122,-1.38401000,.28475000,.00000000
1027-10-02,Partial,,,71.7S,168.6E,-71.66257000,168.58398000,89,-1.30364000,.43885000,.00000000
1027-11-01,Partial,,,70.1N,116.7E,70.06031000,116.72131000,127,1.49304000,.10881000,.00000000
1028-03-28,Annular,00:04:24,264,35.8N,173.3W,35.81099000,-173.26392000,94,.52618000,.95794000,178.80000000
1028-09-21,Total,00:04:19,259,34.0S,51.3E,-34.02808000,51.29572000,99,-.56115000,1.05345000,212.40000000
1029-03-18,Annular,00:08:32,512,10.2S,172.3W,-10.23172000,-172.28168000,104,-.20641000,.93418000,250.40000000
1029-09-11,Total,00:05:07,307,10.4N,179.6E,10.43969000,179.60767000,109,.14221000,1.05665000,188.60000000
1030-03-07,Annular,00:04:25,265,64.1S,147.6W,-64.06515000,-147.56897000,114,-.91846000,.94455000,519.10000000
1030-08-31,Hybrid,00:00:18,18,64.8N,6.5E,64.82679000,6.49170000,119,.89571000,1.00437000,34.20000000
1031-01-25,Partial,,,69.7N,148.9W,69.67214000,-148.88531000,86,1.16064000,.70182000,.00000000
1031-07-22,Partial,,,69.1S,52.1E,-69.07543000,52.14722000,91,-1.13689000,.72872000,.00000000
1032-01-15,Total,00:04:35,275,7.4N,12.5E,7.35961000,12.51367000,96,.46317000,1.04788000,179.40000000
1032-07-10,Annular,00:06:46,406,1.1S,66.4E,-1.11767000,66.44879000,101,-.38661000,.95127000,193.50000000
1033-01-04,Total,00:02:21,141,34.5S,145.2E,-34.49652000,145.23401000,106,-.21217000,1.02603000,90.50000000
1033-06-29,Annular,00:00:40,40,46.2N,6.8E,46.23605000,6.84882000,111,.39116000,.99283000,27.40000000
1033-12-24,Annular,00:02:24,144,85.6S,179.6W,-85.58012000,-179.64313000,116,-.94181000,.96092000,434.50000000
1034-05-20,Partial,,,63.7S,14.0W,-63.67196000,-13.97241000,83,-1.40582000,.23909000,.00000000
1034-06-18,Partial,,,66.0N,28.1E,66.03680000,28.06329000,121,1.12616000,.77241000,.00000000
1034-11-13,Partial,,,63.0N,107.9W,63.00182000,-107.91443000,88,1.37037000,.33454000,.00000000
1035-05-10,Total,00:06:00,360,21.4S,64.1E,-21.40759000,64.09540000,93,-.67623000,1.07031000,307.00000000
1035-11-02,Annular,00:07:32,452,22.7N,134.1W,22.72437000,-134.12732000,98,.67373000,.93520000,319.60000000
1036-04-29,Total,00:03:04,184,19.6N,177.6E,19.63638000,177.60327000,103,.06420000,1.03350000,113.20000000
1036-10-22,Annular,00:00:42,42,16.4S,119.5E,-16.35621000,119.50867000,108,-.05928000,.99281000,25.30000000
1037-04-18,Annular,00:02:21,141,60.7N,9.9W,60.71386000,-9.92242000,113,.86073000,.96787000,224.80000000
1037-10-11,Total,00:02:36,156,50.3S,104.8W,-50.26310000,-104.77777000,118,-.75119000,1.03816000,191.40000000
1038-03-08,Partial,,,60.9S,6.6W,-60.86130000,-6.56128000,85,-1.30104000,.44872000,.00000000
1038-09-02,Partial,,,61.1N,74.9W,61.05930000,-74.87280000,90,1.18645000,.65871000,.00000000
1038-10-01,Partial,,,61.2S,53.4W,-61.15324000,-53.37549000,128,-1.41771000,.22016000,.00000000
1039-02-25,Annular,00:03:31,211,35.8S,112.0W,-35.82248000,-111.99841000,95,-.55213000,.96198000,162.60000000
1039-08-22,Annular,00:00:10,10,35.8N,12.1E,35.79169000,12.08228000,100,.48958000,.99800000,7.90000000
1040-02-15,Hybrid,00:01:35,95,1.0S,90.0E,-1.00081000,90.04736000,105,.19158000,1.01695000,59.00000000
1040-08-10,Annular,00:05:24,324,0.4S,93.7W,-.42481000,-93.73962000,110,-.26963000,.95392000,173.90000000
1041-02-03,Total,00:03:13,193,40.4N,152.0W,40.40327000,-152.00836000,115,.87035000,1.04243000,282.80000000
1041-07-30,Partial,,,62.3S,148.7W,-62.30252000,-148.69830000,120,-1.02264000,.92227000,.00000000
1041-12-26,Partial,,,64.8S,37.3W,-64.84390000,-37.28760000,87,-1.16952000,.68354000,.00000000
1042-06-20,Annular,00:00:13,13,71.9N,167.8W,71.89297000,-167.84766000,92,.99031000,.99584000,126.30000000
1042-12-15,Annular,00:04:14,254,54.8S,36.1E,-54.79793000,36.08344000,97,-.51795000,.95330000,200.00000000
1043-06-09,Total,00:05:25,325,34.5N,161.0W,34.49054000,-160.95905000,102,.18932000,1.06303000,210.50000000
1043-12-04,Annular,00:11:28,688,13.4S,3.7E,-13.37448000,3.67169000,107,.16909000,.91956000,309.30000000
1044-05-29,Total,00:07:12,432,11.1S,56.2W,-11.07914000,-56.16748000,112,-.55254000,1.07746000,300.40000000
1044-11-22,Annular,00:09:24,564,36.0N,20.3E,36.03930000,20.32495000,117,.84259000,.92125000,554.50000000
1045-04-19,Partial,,,70.7N,64.7E,70.73618000,64.69360000,84,1.29792000,.44910000,.00000000
1045-05-19,Partial,,,68.3S,74.3E,-68.34816000,74.28094000,122,-1.31843000,.40890000,.00000000
1045-10-13,Partial,,,71.2S,31.1E,-71.21310000,31.12646000,89,-1.32290000,.40380000,.00000000
1045-11-11,Partial,,,69.1N,21.0W,69.12148000,-21.00159000,127,1.47919000,.13278000,.00000000
1046-04-09,Annular,00:04:11,251,44.0N,77.2E,44.03781000,77.24353000,94,.58796000,.95756000,190.00000000
1046-10-02,Total,00:03:58,238,40.3S,75.8W,-40.30038000,-75.75439000,99,-.59037000,1.05118000,209.20000000
1047-03-29,Annular,00:08:15,495,2.9S,79.8E,-2.90547000,79.83716000,104,-.15103000,.93725000,235.70000000
1047-09-22,Total,00:04:47,287,4.0N,55.8E,4.00633000,55.80444000,109,.10459000,1.05193000,172.80000000
1048-03-17,Annular,00:04:13,253,55.6S,88.7E,-55.59422000,88.72986000,114,-.87261000,.95136000,362.60000000
1048-09-10,Annular,00:00:02,2,56.8N,119.9W,56.83332000,-119.89410000,119,.85300000,.99945000,3.60000000
1049-02-05,Partial,,,70.5N,70.9E,70.51693000,70.89612000,86,1.17332000,.67924000,.00000000
1049-03-06,Partial,,,71.9S,47.7E,-71.87305000,47.67188000,124,-1.53738000,.01379000,.00000000
1049-08-01,Partial,,,70.0S,59.8W,-69.98801000,-59.84052000,91,-1.21417000,.59571000,.00000000
1050-01-25,Total,00:04:41,281,10.6N,119.8W,10.63404000,-119.81561000,96,.47460000,1.04988000,187.60000000
1050-07-21,Annular,00:06:42,402,8.2S,34.4W,-8.18931000,-34.41333000,101,-.46698000,.95060000,204.40000000
1051-01-15,Total,00:02:18,138,31.9S,16.7E,-31.91999000,16.65631000,106,-.20487000,1.02524000,87.70000000
1051-07-10,Annular,00:00:26,26,39.9N,95.1W,39.94485000,-95.11749000,111,.31198000,.99566000,16.00000000
1052-01-04,Annular,00:02:33,153,86.3S,14.2W,-86.27825000,-14.16663000,116,-.93948000,.95914000,446.00000000
1052-05-30,Partial,,,64.5S,135.3W,-64.52377000,-135.34662000,83,-1.47425000,.10620000,.00000000
1052-06-29,Partial,,,67.0N,92.1W,67.04507000,-92.12097000,121,1.04875000,.91964000,.00000000
1052-11-24,Partial,,,63.9N,123.1E,63.87355000,123.10114000,88,1.38087000,.31735000,.00000000
1053-05-20,Total,00:05:55,355,25.7S,49.6W,-25.66787000,-49.64563000,93,-.74811000,1.06903000,336.00000000
1053-11-13,Annular,00:07:44,464,21.6N,102.7E,21.57332000,102.65607000,98,.68460000,.93547000,324.20000000
1054-05-10,Total,00:03:02,182,18.8N,69.0E,18.75897000,69.04755000,103,-.00664000,1.03195000,107.90000000
1054-11-02,Annular,00:00:38,38,19.2S,5.8W,-19.17968000,-5.79205000,108,-.04506000,.99365000,22.30000000
1055-04-29,Annular,00:02:22,142,60.8N,105.2W,60.79183000,-105.24951000,113,.79267000,.96873000,182.90000000
1055-10-23,Total,00:02:32,152,53.4S,128.1E,-53.36883000,128.12512000,118,-.73014000,1.03767000,183.30000000
1056-03-19,Partial,,,60.9S,123.2W,-60.86995000,-123.15479000,85,-1.34878000,.36784000,.00000000
1056-09-12,Partial,,,60.9N,156.7E,60.91544000,156.67017000,90,1.23192000,.57246000,.00000000
1056-10-11,Partial,,,61.4S,171.3E,-61.42744000,171.27087000,128,-1.39423000,.26564000,.00000000
1057-03-08,Annular,00:03:01,181,33.6S,133.5E,-33.61546000,133.54907000,95,-.58878000,.96746000,142.30000000
1057-09-01,Annular,00:00:46,46,34.6N,98.6W,34.58019000,-98.62482000,100,.54482000,.99115000,36.60000000
1058-02-25,Total,00:02:05,125,1.5N,33.1W,1.49554000,-33.08514000,105,.16341000,1.02288000,78.80000000
1058-08-22,Annular,00:05:47,347,0.4S,162.7E,-.40786000,162.71753000,110,-.20429000,.94965000,188.10000000
1059-02-15,Total,00:03:26,206,40.6N,77.7E,40.59908000,77.73438000,115,.84919000,1.04653000,287.20000000
1059-08-11,Annular,00:06:10,370,49.9S,125.8E,-49.94524000,125.79016000,120,-.94933000,.93373000,775.20000000
1060-01-06,Partial,,,63.9S,177.5W,-63.87963000,-177.45740000,87,-1.17662000,.67041000,.00000000
1060-02-04,Partial,,,62.1N,167.8E,62.05592000,167.75085000,125,1.53339000,.00805000,.00000000
1060-06-30,Partial,,,64.6N,82.7E,64.56300000,82.73834000,92,1.06418000,.87628000,.00000000
1060-12-25,Annular,00:04:26,266,54.2S,83.7W,-54.18105000,-83.66071000,97,-.52341000,.95106000,210.60000000
1061-06-20,Total,00:05:20,320,38.9N,90.7E,38.87842000,90.73676000,102,.26410000,1.06505000,220.80000000
1061-12-14,Annular,00:11:29,689,14.3S,116.7W,-14.34878000,-116.66217000,107,.16230000,.91871000,312.50000000
1062-06-09,Total,00:07:20,440,5.2S,170.2W,-5.22139000,-170.19287000,112,-.47928000,1.07810000,287.40000000
1062-12-03,Annular,00:09:26,566,33.8N,105.1W,33.80054000,-105.06561000,117,.83416000,.92232000,533.80000000
1063-05-01,Partial,,,69.9N,57.8W,69.94370000,-57.79187000,84,1.36683000,.32337000,.00000000
1063-05-30,Partial,,,67.4S,46.7W,-67.37877000,-46.74799000,122,-1.25080000,.53653000,.00000000
1063-10-24,Partial,,,70.6S,107.7W,-70.55557000,-107.70477000,89,-1.33699000,.37816000,.00000000
1063-11-22,Partial,,,68.1N,159.2W,68.09021000,-159.18091000,127,1.46812000,.15173000,.00000000
1064-04-19,Annular,00:03:58,238,52.8N,30.1W,52.80297000,-30.05542000,94,.65636000,.95680000,208.00000000
1064-10-13,Total,00:03:40,220,46.2S,156.0E,-46.20203000,156.00250000,99,-.61325000,1.04898000,205.40000000
1065-04-08,Annular,00:07:54,474,4.7N,25.3W,4.72530000,-25.26953000,104,-.08636000,.94032000,221.90000000
1065-10-02,Total,00:04:24,264,2.0S,69.9W,-1.95975000,-69.90692000,109,.07466000,1.04710000,157.10000000
1066-03-28,Annular,00:03:57,237,46.7S,28.8W,-46.74792000,-28.82727000,114,-.81809000,.95820000,261.70000000
1066-09-22,Annular,00:00:29,29,49.7N,115.7E,49.68114000,115.71381000,119,.81731000,.99415000,35.30000000
1067-02-16,Partial,,,71.2N,68.2W,71.18994000,-68.19147000,86,1.19200000,.64531000,.00000000
1067-03-17,Partial,,,71.9S,84.3W,-71.94298000,-84.32367000,124,-1.49385000,.09044000,.00000000
1067-08-12,Partial,,,70.8S,173.9W,-70.78120000,-173.92194000,91,-1.28574000,.47341000,.00000000
1068-02-06,Total,00:04:46,286,14.7N,108.8E,14.70992000,108.79474000,96,.48991000,1.05213000,197.30000000
1068-07-31,Annular,00:06:33,393,15.8S,137.0W,-15.78049000,-137.04529000,101,-.54412000,.94954000,219.70000000
1069-01-25,Total,00:02:19,139,28.4S,111.7W,-28.42847000,-111.69043000,106,-.19524000,1.02488000,86.30000000
1069-07-21,Annular,00:00:13,13,33.2N,160.5E,33.16252000,160.46527000,111,.23548000,.99787000,7.60000000
1070-01-15,Annular,00:02:42,162,83.3S,174.7E,-83.30674000,174.74542000,116,-.93456000,.95802000,440.10000000
1070-07-10,Total,00:02:05,125,80.0N,133.7E,79.99384000,133.70398000,121,.97388000,1.04037000,636.30000000
1070-12-05,Partial,,,64.8N,7.0W,64.84775000,-7.02264000,88,1.38814000,.30540000,.00000000
1071-05-31,Total,00:05:38,338,31.6S,163.5W,-31.61774000,-163.48138000,93,-.82128000,1.06674000,380.60000000
1071-11-24,Annular,00:07:51,471,20.8N,21.8W,20.84539000,-21.81195000,98,.69223000,.93624000,325.30000000
1072-05-20,Total,00:02:58,178,16.9N,38.6W,16.92805000,-38.59918000,103,-.08010000,1.02986000,101.30000000
1072-11-12,Annular,00:00:31,31,21.6S,132.2W,-21.60330000,-132.16797000,108,-.03476000,.99484000,18.10000000
1073-05-09,Annular,00:02:27,147,60.3N,161.7E,60.26225000,161.66699000,113,.71887000,.96901000,159.50000000
1073-11-02,Total,00:02:29,149,56.8S,0.1E,-56.82344000,.08344000,118,-.71483000,1.03730000,178.10000000
1074-03-30,Partial,,,61.0S,122.5E,-61.04053000,122.49603000,85,-1.40349000,.27447000,.00000000
1074-04-29,Partial,,,62.2N,39.8E,62.19414000,39.82074000,123,1.49651000,.11514000,.00000000
1074-09-23,Partial,,,60.9N,26.4E,60.93108000,26.37408000,90,1.27059000,.49982000,.00000000
1074-10-23,Partial,,,61.9S,34.2E,-61.86201000,34.23718000,128,-1.37650000,.29989000,.00000000
1075-03-19,Annular,00:02:32,152,32.2S,20.9E,-32.15509000,20.92596000,95,-.63263000,.97284000,122.80000000
1075-09-13,Annular,00:01:23,83,33.1N,148.1E,33.07901000,148.08496000,100,.59285000,.98440000,67.30000000
1076-03-07,Total,00:02:34,154,3.9N,154.1W,3.91250000,-154.13647000,105,.12808000,1.02896000,98.70000000
1076-09-01,Annular,00:06:13,373,1.2S,57.6E,-1.24062000,57.55597000,110,-.14479000,.94521000,203.70000000
1077-02-25,Total,00:03:40,220,41.0N,49.7W,41.01003000,-49.66211000,115,.82138000,1.05096000,289.60000000
1077-08-21,Annular,00:06:21,381,43.9S,27.0E,-43.88927000,27.00104000,120,-.88172000,.93442000,502.10000000
